subject,predicate,object
Building services,RT,Building integrated photovoltaics
Building services,RT,Furnaces
Building services,RT,Lighting
Building services,RT,Space heating
Building services,RT,Wiring
Building services,NT,Building automation
Building services,NT,Elevators
Building services,NT,Facilities management
Building-integrated photovoltaics,USE,Building integrated photovoltaics
Buildings,BT,Construction
Buildings,RT,Air conditioning
Buildings,RT,Architecture
Buildings,RT,Civil engineering
Buildings,RT,Construction industry
Buildings,RT,Elevators
Buildings,RT,Escalators
Buildings,RT,Industrial power systems
Buildings,RT,Lighting
Buildings,RT,Modular construction
Buildings,RT,Prefabricated construction
Buildings,RT,Smart cities
Buildings,RT,Space cooling
Buildings,RT,Vents
Buildings,NT,Building information management
Buildings,NT,Building management systems
Buildings,NT,Building materials
Buildings,NT,Building services
Buildings,NT,Flexible structures
Buildings,NT,Intelligent structures
Buildings,NT,Smart buildings
Buildings,NT,Smart homes
Built-in self-test,UF,BIST
Built-in self-test,UF,Self-testing
Built-in self-test,BT,Testing
Built-in self-test,RT,Circuit testing
Built-in self-test,RT,Design for testability
Bulk acoustic wave devices,BT,Acoustic devices
Bulk acoustic wave devices,RT,Film bulk acoustic resonators
Bulk storage,BT,Material storage
Bulk storage,RT,Containers
Bundle adjustment,BT,Three-dimensional displays
Buoyancy,BT,Fluid dynamics
Buoyancy,RT,Fluids
Buoyancy,RT,Physics
Buried object detection,UF,Buried objects
Buried object detection,UF,Underground object detection
Buried object detection,UF,Underground objects
Buried object detection,BT,Object detection
Buried object detection,RT,Geophysical measurements
Buried object detection,RT,Ground penetrating radar
Buried object detection,NT,Landmine detection
Buried objects,USE,Buried object detection
Burnishing,BT,Surface finishing
Burnishing,RT,Machining
Burst switching,BT,Packet switching
Burst switching,NT,Optical burst switching
Bushings,USE,Insulators
Business,UF,Commerce
Business,UF,Trade
Business,BT,Engineering management
Business,RT,Bankruptcy
Business,RT,Business process integration
Business,RT,Business process management
Business,RT,Commercial law
Business,RT,Consortia
Business,RT,Contracts
Business,RT,Employment
Business,RT,Enterprise resource planning
Business,RT,Finance
Business,RT,Industrial communication
Business,RT,Industries
Business,RT,International trade
Business,RT,Leadership
Business,RT,Manufacturing
Business,RT,Productivity
Business,RT,Service computing
Business,NT,Business data processing
Business,NT,Business intelligence
Business,NT,Disruptive innovation
Business,NT,Entrepreneurship
Business,NT,Franchising
Business,NT,Industrial relations
Business,NT,Management
Business,NT,Operations research
Business,NT,Organizations
Business communication,BT,Organizational aspects
Business communication,RT,Best practices
Business continuity,BT,Management
Business continuity,RT,Security
Business continuity,RT,System recovery
Business continuity,RT,Venture capital
Business data processing,BT,Business
Business data processing,BT,Data processing
Business data processing,RT,Data governance
Business data processing,RT,Information processing
Business intelligence,UF,BI
Business intelligence,BT,Business
Business intelligence,BT,Data analysis
Business intelligence,RT,Competitive intelligence
Business intelligence,RT,Data mining
Business intelligence,RT,Strategic planning
Business organisation,USE,Organizational aspects
Business organization,USE,Organizational aspects
Business Process Execution Language,UF,BPEL
Business Process Execution Language,UF,WP-BPEL
Business Process Execution Language,UF,Web services business process execution language
Business Process Execution Language,BT,Computer languages
Business Process Execution Language,BT,Web services
Business Process Execution Language,RT,Business process re-engineering
Business Process Execution Language,RT,Information processing
Business process integration,BT,Enterprise resource planning
Business process integration,BT,Process planning
Business process integration,RT,Business
Business process integration,RT,Resource management
Business process integration,RT,Supply chain management
Business process integration,RT,Systems engineering and theory
Business process management,BT,Management
Business process management,BT,Process planning
Business process management,RT,Business
Business process management,RT,Resource management
Business process management,RT,Supply chain management
Business process management,RT,Systems engineering and theory
Business process management,NT,Task analysis
Business process re-engineering,UF,BPR
Business process re-engineering,BT,Management
Business process re-engineering,RT,Business Process Execution Language
Business process re-engineering,RT,Corporate acquisitions
Business process re-engineering,RT,Organizational aspects
Business process re-engineering,RT,Total quality management
Business writing,USE,Writing
Butler matrices,UF,Butler matrix
Butler matrices,BT,Antenna arrays
Butler matrices,RT,Antennas
Butler matrices,RT,IEEE 802.11 Standard
Butler matrices,RT,Phase shifters
Butler matrices,RT,Wireless LAN
Butler matrix,USE,Butler matrices
Butter,USE,Dairy products
Buttocks,BT,Extremities
BYOD,USE,Bring your own device
C band,USE,C-band
C languages,BT,Computer languages
C languages,RT,Object oriented programming
C languages,NT,C# languages
C languages,NT,C++ languages
C sharp languages,USE,C# languages
C# languages,UF,C sharp languages
C# languages,BT,C languages
C# languages,RT,Object oriented programming
C++ languages,BT,C languages
C-band,UF,C band
C-band,BT,Microwave bands
Ca,USE,Calcium
Cable insulation,BT,Insulation
Cable insulation,RT,Cables
Cable insulation,RT,Oil filled cables
Cable insulation,NT,Power cable insulation
Cable shielding,BT,Electromagnetic shielding
Cable shielding,RT,Cables
Cable splicing,USE,Splicing
Cable TV,UF,Community antenna television
Cable TV,BT,TV
Cable TV,RT,Broadband communication
Cable TV,RT,Image communication
Cable TV,NT,Must-carry regulations
Cables,BT,Transmission lines
Cables,RT,Cable insulation
Cables,RT,Cable shielding
Cables,RT,Conductors
Cables,RT,Fault location
Cables,RT,Winches
Cables,RT,Wiring
Cables,NT,Coaxial cables
Cables,NT,Communication cables
Cables,NT,Mechanical cables
Cables,NT,Optical fiber cables
Cables,NT,Power cables
Cables,NT,Underwater cables
Cables (mechanical),USE,Mechanical cables
Cache memory,BT,Memory
Cache memory,RT,In-memory computing
Cache memory,NT,Cache storage
Cache storage,BT,Cache memory
CAD,USE,Design automation
Cadaver,UF,Corpse
Cadaver,BT,Pathological processes
CADCAM,BT,Computer aided manufacturing
CADCAM,BT,Design automation
CADCAM,RT,Computer integrated manufacturing
CADCAM,RT,Integrated manufacturing systems
CADCAM,RT,Rapid prototyping
CADCAM,RT,Virtual manufacturing
Cadmium,BT,Metals
Cadmium,NT,Cadmium compounds
Cadmium compounds,BT,Cadmium
CAE,USE,Computer aided engineering
Caesium,USE,Cesium
CAI,USE,Computer aided instruction
Calcination,BT,Heat treatment
Calcination,RT,Kilns
Calcium,UF,Ca
Calcium,BT,Metals
Calcium,RT,Alloying
Calcium,NT,Calcium compounds
Calcium carbonate,USE,Calcium compounds
Calcium compounds,UF,Calcium carbonate
Calcium compounds,UF,Calcium phosphate
Calcium compounds,BT,Calcium
Calcium phosphate,USE,Calcium compounds
Calculators,BT,Computers
Calculators,RT,Digital arithmetic
Calculators,NT,Difference engines
Calculus,BT,Mathematics
Calculus,NT,Differential equations
Calculus,NT,Integral equations
Calculus,NT,Level set
Calibration,UF,Intercalibration
Calibration,BT,Measurement techniques
Californium,BT,Chemical elements
Call admission control,BT,Telecommunication congestion control
Call admission control,RT,Internet telephony
Call conference,BT,Collaborative tools
Callosal commissure,USE,Corpus callosum
Calorimetry,BT,Measurement
Calorimetry,RT,Energy measurement
Calorimetry,RT,Thermal variables measurement
CAM,USE,Computer aided manufacturing
CAMAC,UF,Computer automated measurement and control
CAMAC,BT,Control systems
CAMAC,RT,Data buses
CAMAC,RT,Data communication
CAMAC,RT,Data processing
CAMAC,RT,Nuclear measurements
Cambelts,USE,Belts
Camcorders,USE,Video equipment
Cameras,BT,Imaging
Cameras,RT,Digital photography
Cameras,RT,Image capture
Cameras,RT,Image sensors
Cameras,RT,Motion pictures
Cameras,RT,Photography
Cameras,RT,Photorealism
Cameras,NT,Digital cameras
Cameras,NT,Smart cameras
Cameras,NT,Webcams
Cams,BT,Machine components
Cams,RT,Engines
Cams,RT,Mechanical power transmission
Cams,NT,Camshafts
Camshafts,BT,Cams
Camshafts,BT,Shafts
Camshafts,RT,Automotive components
Camshafts,RT,Belts
Camshafts,RT,Engines
Canadian Standards Association,USE,CSA Group
Cancellous bone,BT,Bone tissue
Cancellous bone,RT,Osteoporosis
Cancer,UF,Malignancy
Cancer,UF,Malignant
Cancer,BT,Diseases
Cancer,RT,Biomedical applications of radiation
Cancer,RT,Chemotherapy
Cancer,RT,Medical diagnostic imaging
Cancer,RT,Oncological surgery
Cancer,RT,Oncology
Cancer,RT,Single photon emission computed tomography
Cancer,RT,Tumors
Cancer,NT,Breast cancer
Cancer,NT,Cervical cancer
Cancer,NT,Lung cancer
Cancer,NT,Metastasis
Cancer,NT,Ovarian cancer
Cancer,NT,Prostate cancer
Cancer,NT,Skin cancer
Cancer detection,BT,Medical tests
Cancer drugs,BT,Drugs
Cancer treatment,BT,Medical treatment
Canning,BT,Packaging
Canning,RT,Containers
Canning,RT,Material storage
Canning,RT,Materials handling
Canning,RT,Materials processing
Cantilever beams,USE,Structural beams
Cap and trade,USE,Emissions trading
Cap-and-trade,USE,Emissions trading
Capability engineering,BT,Systems engineering and theory
Capability maturity model,BT,Software engineering
Capability maturity model,RT,Software performance
Capability maturity model,RT,Software reusability
Capability-based security,BT,Security
Capability-based security,RT,Access control
Capacitance,BT,Electric variables
Capacitance,RT,Capacitance measurement
Capacitance,RT,Capacitance-voltage characteristics
Capacitance,RT,Capacitive transducers
Capacitance,RT,Capacitors
Capacitance,RT,Supercapacitors
Capacitance,RT,Transmission line theory
Capacitance,NT,Parasitic capacitance
Capacitance,NT,Quantum capacitance
Capacitance measurement,BT,Electric variables measurement
Capacitance measurement,RT,Capacitance
Capacitance measurement,RT,Capacitors
Capacitance measurement,RT,Dielectric measurement
Capacitance measurement,RT,Supercapacitors
Capacitance-voltage characteristics,BT,Electric variables
Capacitance-voltage characteristics,RT,Capacitance
Capacitance-voltage characteristics,RT,Voltage
Capacitive sensors,UF,Strain based sensors
Capacitive sensors,UF,Strain sensors
Capacitive sensors,BT,Mechanical sensors
Capacitive transducers,BT,Transducers
Capacitive transducers,RT,Capacitance
Capacitive transducers,RT,Position control
Capacitive transducers,RT,Sensors
Capacitor testing,USE,Capacitors
Capacitors,UF,Capacitor testing
Capacitors,UF,Electric condensers
Capacitors,BT,Dielectric devices
Capacitors,BT,Electronic components
Capacitors,BT,Voltage multipliers
Capacitors,RT,Capacitance
Capacitors,RT,Capacitance measurement
Capacitors,RT,Dielectric constant
Capacitors,RT,Electrets
Capacitors,RT,MOS capacitors
Capacitors,RT,Q-factor
Capacitors,RT,Switched capacitor networks
Capacitors,NT,Ceramic capacitors
Capacitors,NT,Power capacitors
Capacitors,NT,Varactors
Capacity planning,BT,Production planning
Capacity planning,RT,Supply chain management
Capacity planning,NT,Storage management
Capital cost reduction,USE,Costing
CAPTCHAs,BT,Symbols
CAPTCHAs,RT,Access protocols
CAPTCHAs,RT,Authentication
Carbinol,USE,Methanol
CarboFullerene,USE,Fullerenes
Carbon,BT,Chemical elements
Carbon,RT,Carbon compounds
Carbon,RT,Low-carbon economy
Carbon,RT,Organic compounds
Carbon,NT,Carbon nanotubes
Carbon,NT,Diamond
Carbon,NT,Fullerenes
Carbon,NT,Graphene
Carbon,NT,Graphite
Carbon capture and storage,BT,Carbon dioxide
Carbon capture and storage,NT,Carbon sequestration
Carbon compounds,BT,Organic compounds
Carbon compounds,RT,Carbon
Carbon compounds,NT,Carbon dioxide
Carbon compounds,NT,Carbon emissions
Carbon compounds,NT,Carbon monoxide
Carbon dioxide,BT,Carbon compounds
Carbon dioxide,RT,Carbon footprint
Carbon dioxide,RT,Carbon tax
Carbon dioxide,NT,Carbon capture and storage
Carbon emissions,BT,Carbon compounds
Carbon emissions,BT,Gases
Carbon emissions,RT,Emissions trading
Carbon emissions,RT,Global warming
Carbon emissions,RT,Greenhouse effect
Carbon emissions,RT,Methane
Carbon emissions,RT,Pollution control
Carbon emissions,NT,Carbon footprint
Carbon footprint,BT,Carbon emissions
Carbon footprint,RT,Air pollution
Carbon footprint,RT,Carbon dioxide
Carbon footprint,RT,Environmental factors
Carbon footprint,RT,Greenhouse effect
Carbon monoxide,BT,Carbon compounds
Carbon nanotube,USE,Carbon nanotubes
Carbon nanotube FETs,USE,CNTFETs
Carbon nanotube field effect transistors,USE,CNTFETs
Carbon nanotube field-effect transistors,USE,CNTFETs
Carbon nanotubes,UF,Carbon nanotube
Carbon nanotubes,UF,Carbon-nanotube
Carbon nanotubes,UF,Single-wall carbon nanotubes
Carbon nanotubes,BT,Carbon
Carbon nanotubes,BT,Nanotubes
Carbon nanotubes,RT,CNTFETs
Carbon sequestration,BT,Carbon capture and storage
Carbon sequestration,RT,Air pollution
Carbon sequestration,RT,Environmental factors
Carbon sequestration,RT,Global warming
Carbon sequestration,RT,Greenhouse effect
Carbon tax,BT,Environmental economics
Carbon tax,RT,Carbon dioxide
Carbon-nanotube,USE,Carbon nanotubes
Carbon-nanotube FETs,USE,CNTFETs
Carbon-nanotube field effect transistors,USE,CNTFETs
Carbon-nanotube field-effect transistors,USE,CNTFETs
Cardiac arrest,UF,Cardiopulmonary arrest
Cardiac arrest,UF,Heart arrest
Cardiac arrest,UF,Heart attack
Cardiac arrest,BT,Cardiovascular diseases
Cardiac disease,BT,Cardiovascular diseases
Cardiac function,BT,Heart
Cardiac tissue,BT,Biological tissues
Cardiac tissue,BT,Cardiology
Cardiography,BT,Biomedical imaging
Cardiography,RT,Cardiology
Cardiography,RT,Sputter etching
Cardiography,NT,Echocardiography
Cardiography,NT,Electrocardiography
Cardiography,NT,Phonocardiography
Cardiology,BT,Medical specialties
Cardiology,RT,Cardiography
Cardiology,RT,Defibrillation
Cardiology,RT,Heart
Cardiology,RT,Pacemakers
Cardiology,RT,Phonocardiography
Cardiology,NT,Cardiac tissue
Cardiopulmonary arrest,USE,Cardiac arrest
Cardiovascular diseases,BT,Diseases
Cardiovascular diseases,NT,Cardiac arrest
Cardiovascular diseases,NT,Cardiac disease
Cardiovascular system,BT,Anatomy
Cardiovascular system,NT,Baroreflex
Cardiovascular system,NT,Blood vessels
Cardiovascular system,NT,Heart
Career development,BT,Education
Career development,NT,Continuing education
Career development,NT,Jobs listings
Career development,NT,Mentoring
Careers,USE,Engineering profession
Cargo handling,USE,Freight handling
Carotid arteries,UF,Carotoid arteries
Carotid arteries,BT,Arteries
Carotoid arteries,USE,Carotid arteries
Carrier confinement,BT,Charge carrier processes
Carrier density,USE,Charge carrier density
Carrier lifetime,USE,Charge carrier lifetime
Carrier processes,USE,Charge carrier processes
Carrier sense multiaccess,USE,Multiaccess communication
Cars,USE,Automobiles
Cartilage,BT,Musculoskeletal system
Cascade lasers,USE,Quantum cascade lasers
Cascading style sheets,BT,Style sheet languages
Cascading style sheets,RT,Markup languages
Casimir effect,UF,Casimir energy
Casimir effect,UF,Casimir force
Casimir effect,BT,Electric fields
Casimir effect,BT,Nanotechnology
Casimir effect,RT,Atomic force microscopy
Casimir effect,RT,Elementary particle vacuum
Casimir effect,RT,Vacuum systems
Casimir energy,USE,Casimir effect
Casimir force,USE,Casimir effect
Cast iron,BT,Iron
Cast iron,RT,Casting
Cast iron,RT,Production materials
Castellations,USE,Flip chip solder joints
Casting,BT,Materials processing
Casting,RT,Cast iron
Casting,RT,Foundries
Casting,NT,Die casting
Casting,NT,Tape casting
Catalysis,BT,Chemical reactions
Catalysis,NT,Electrocatalysis
